cosmx_threshold,f1_gain,f1_loss,f1_mean,accuracy_3class
0.055593,0.5217391304347826,0.19148936170212766,0.35661424606845515,0.8857890148212729
0.00986,0.6206896551724138,0.09230769230769231,0.35649867374005306,0.7785527462946817
0.047255,0.5546218487394958,0.15789473684210525,0.35625829279080057,0.8700959023539668
0.047871,0.5546218487394958,0.15789473684210525,0.35625829279080057,0.8700959023539668
0.00974,0.6176470588235294,0.09230769230769231,0.3549773755656109,0.7776809067131648
0.047104,0.5546218487394958,0.15517241379310345,0.3548971312662996,0.8683522231909329
0.009694,0.6176470588235294,0.09183673469387756,0.3547418967587035,0.7768090671316478
0.055027,0.5217391304347826,0.1875,0.3546195652173913,0.8840453356582388
0.055222,0.5217391304347826,0.1875,0.3546195652173913,0.8840453356582388
0.046568,0.5546218487394958,0.15384615384615385,0.35423400129282484,0.8674803836094158
0.068918,0.5185185185185185,0.1891891891891892,0.3538538538538538,0.902353966870096
0.06903,0.5185185185185185,0.1891891891891892,0.3538538538538538,0.902353966870096
0.070344,0.5094339622641509,0.19718309859154928,0.3533085304278501,0.9049694856146469
0.009674,0.6146341463414634,0.09183673469387756,0.3532354405176705,0.7759372275501307
0.054831,0.5217391304347826,0.1836734693877551,0.35270629991126884,0.8823016564952049
0.03736,0.5669291338582677,0.13846153846153847,0.3526953361599031,0.8544027898866609
0.072333,0.49523809523809526,0.208955223880597,0.3520966595593461,0.9075850043591979
0.039759,0.56,0.144,0.35200000000000004,0.8587619877942458
0.069338,0.5094339622641509,0.19444444444444445,0.3519392033542977,0.9040976460331299
0.046226,0.55,0.15384615384615385,0.35192307692307695,0.8666085440278989
0.046482,0.55,0.15384615384615385,0.35192307692307695,0.8666085440278989
0.054552,0.5217391304347826,0.18181818181818182,0.3517786561264822,0.8814298169136879
0.009604,0.6116504854368932,0.09183673469387756,0.35174361006538535,0.7750653879686138
0.054535,0.5217391304347826,0.18,0.3508695652173913,0.8805579773321709
0.046103,0.55,0.15126050420168066,0.35063025210084037,0.8648648648648649
0.07463,0.4854368932038835,0.2153846153846154,0.35041075429424945,0.909328683522232
0.009505,0.6086956521739131,0.09137055837563451,0.3500331052747738,0.7733217088055798
0.009528,0.6086956521739131,0.09137055837563451,0.3500331052747738,0.7733217088055798
0.045144,0.55,0.15,0.35000000000000003,0.8639930252833479
0.045226,0.55,0.15,0.35000000000000003,0.8639930252833479
0.054366,0.5217391304347826,0.1782178217821782,0.34997847610848043,0.8796861377506539
0.054388,0.5217391304347826,0.1782178217821782,0.34997847610848043,0.8796861377506539
0.06924,0.5046728971962616,0.19444444444444445,0.349558670820353,0.9032258064516129
0.069281,0.5046728971962616,0.19444444444444445,0.349558670820353,0.9032258064516129
0.038729,0.5555555555555556,0.14285714285714285,0.3492063492063492,0.8570183086312119
0.039084,0.5555555555555556,0.14285714285714285,0.3492063492063492,0.8570183086312119
0.072193,0.49523809523809526,0.2028985507246377,0.3490683229813665,0.9058413251961639
0.03862,0.5555555555555556,0.14173228346456693,0.34864391951006124,0.8561464690496948
0.009461,0.6057692307692307,0.09137055837563451,0.3485698945724326,0.7724498692240628
0.038196,0.5555555555555556,0.140625,0.3480902777777778,0.8552746294681779
0.073575,0.4807692307692308,0.2153846153846154,0.34807692307692306,0.9084568439407149
0.053556,0.5172413793103449,0.1782178217821782,0.34772960054626156,0.8788142981691369
0.044566,0.5454545454545454,0.15,0.3477272727272727,0.8631211857018308
0.0719,0.49523809523809526,0.2,0.3476190476190476,0.9049694856146469
0.072093,0.49523809523809526,0.2,0.3476190476190476,0.9049694856146469
0.03814,0.5555555555555556,0.13953488372093023,0.3475452196382429,0.8544027898866609
0.037531,0.5555555555555556,0.13846153846153847,0.347008547008547,0.8535309503051438
0.069113,0.5046728971962616,0.1891891891891892,0.3469310431927254,0.9014821272885789
0.040501,0.5483870967741935,0.14516129032258066,0.34677419354838707,0.8587619877942458
0.073353,0.4807692307692308,0.21212121212121213,0.34644522144522144,0.9075850043591979
0.073377,0.4807692307692308,0.21212121212121213,0.34644522144522144,0.9075850043591979
0.040449,0.5483870967741935,0.144,0.34619354838709676,0.8578901482127289
0.052765,0.5172413793103449,0.17475728155339806,0.3459993304318715,0.8770706190061028
0.053428,0.5172413793103449,0.17475728155339806,0.3459993304318715,0.8770706190061028
0.009397,0.6,0.09137055837563451,0.3456852791878172,0.7707061900610288
0.00939,0.6,0.09090909090909091,0.34545454545454546,0.7698343504795118
0.052143,0.5172413793103449,0.17307692307692307,0.34515915119363394,0.8761987794245859
0.043537,0.5409836065573771,0.1487603305785124,0.3448719685679448,0.8613775065387969
0.072769,0.4807692307692308,0.208955223880597,0.3448622273249139,0.9067131647776809
0.051898,0.5172413793103449,0.17142857142857143,0.3443349753694581,0.8753269398430689
0.009373,0.5971563981042654,0.09090909090909091,0.34403274450667815,0.7689625108979947
0.008983,0.5953488372093023,0.09090909090909091,0.34312896405919663,0.7672188317349607
0.009005,0.5953488372093023,0.09090909090909091,0.34312896405919663,0.7672188317349607
0.074655,0.47058823529411764,0.2153846153846154,0.3429864253393665,0.9084568439407149
0.043185,0.5365853658536586,0.1487603305785124,0.34267284821608546,0.8605056669572798
