snpatho_threshold,auc_gain,auc_loss,auc_mean,n_truth_gain,n_truth_loss
0.00237,0.8697690850114013,0.9111760409057705,0.8904725629585859,291,185
0.002047,0.8671684772429294,0.9136996945216124,0.8904340858822709,304,198
0.002023,0.8667964643121373,0.914021584716833,0.8904090245144851,305,199
0.004346,0.8770766615640349,0.9036042031971944,0.8903404323806146,233,158
0.002134,0.8672784964224846,0.913359189829778,0.8903188431261313,301,195
0.002139,0.8672784964224846,0.913359189829778,0.8903188431261313,301,195
0.001888,0.8674979615071001,0.9130288407586129,0.8902634011328565,311,209
0.004755,0.8779693206720233,0.9025409562019391,0.8902551384369812,222,150
0.004352,0.8769031467872622,0.9036042031971944,0.8902536749922283,232,158
0.004841,0.8768458704299131,0.90364621861172,0.8902460445208166,221,149
0.001678,0.8653302599758161,0.915041317292502,0.8901857886341591,320,211
0.001716,0.8653302599758161,0.915041317292502,0.8901857886341591,320,211
0.002121,0.8672784964224846,0.9130590435479562,0.8901687699852203,301,197
0.017572,0.9473136147114213,0.8329864724245578,0.8901500435679895,85,31
0.017588,0.9473136147114213,0.8329864724245578,0.8901500435679895,85,31
0.004245,0.8741960850394586,0.9060637748352716,0.8901299299373651,234,161
0.004247,0.8741960850394586,0.9060637748352716,0.8901299299373651,234,161
0.001956,0.8673264787484555,0.9128823321481296,0.8901044054482925,306,204
0.001961,0.8673264787484555,0.9128823321481296,0.8901044054482925,306,204
0.004465,0.8778143254125788,0.9023803329864724,0.8900973291995256,231,155
0.002386,0.8697690850114013,0.9103571267325838,0.8900631058719926,291,184
0.002265,0.8687077265855018,0.9113928883071554,0.8900503074463286,295,192
0.002277,0.8687077265855018,0.9113928883071554,0.8900503074463286,295,192
0.001951,0.8672017992864898,0.9128823321481296,0.8900420657173097,307,204
0.00307,0.8722773109243698,0.9077868852459016,0.8900320980851357,272,171
0.002929,0.8722460514544194,0.9077868852459016,0.8900164683501605,274,171
0.004927,0.8776208688830048,0.9022468414360307,0.8899338551595177,220,148
0.002295,0.870146182740388,0.9096133751306166,0.8898797789355023,294,190
0.002921,0.8719724770642202,0.9077868852459016,0.8898796811550609,275,171
0.003077,0.8719018012097928,0.9077868852459016,0.8898443432278471,271,171
0.003121,0.8719018012097928,0.9077868852459016,0.8898443432278471,271,171
0.00289,0.871869748248723,0.9077868852459016,0.8898283167473122,276,171
0.016682,0.9417561605061604,0.8378725590955807,0.8898143598008705,91,35
0.016788,0.9417561605061604,0.8378725590955807,0.8898143598008705,91,35
0.001894,0.8674979615071001,0.9120893749487998,0.8897936682279499,311,208
0.001984,0.8673264787484555,0.9121622332313064,0.889744355989881,306,201
0.002278,0.8687077265855018,0.9107647484063178,0.8897362374959098,295,191
0.00317,0.8716201912084748,0.9077868852459016,0.8897035382271882,269,171
0.001988,0.8667964643121373,0.9125765575501585,0.8896865109311479,305,200
0.00202,0.8667964643121373,0.9125765575501585,0.8896865109311479,305,200
0.001717,0.8642913391788953,0.915041317292502,0.8896663282356987,319,211
0.001667,0.8649461051647018,0.9143376046816668,0.8896418549231844,321,212
0.001675,0.8649461051647018,0.9143376046816668,0.8896418549231844,321,212
0.004374,0.8769031467872622,0.9023483240043749,0.8896257353958186,232,157
0.004397,0.8769031467872622,0.9023483240043749,0.8896257353958186,232,157
0.001968,0.8673264787484555,0.9118936294564581,0.8896100541024567,306,203
0.002393,0.8697690850114013,0.9092918849057887,0.889530484958595,291,183
0.002408,0.8697690850114013,0.9092918849057887,0.889530484958595,291,183
0.00232,0.870559961547705,0.908401542013233,0.889480751780469,292,189
0.003198,0.8716201912084748,0.9071407068456862,0.8893804490270805,269,170
0.004229,0.8726530421799178,0.9060637748352716,0.8893584085075947,235,161
0.002446,0.8692833863115117,0.9092918849057887,0.8892876356086502,290,183
0.00231,0.870146182740388,0.908401542013233,0.8892738623768105,294,189
0.002884,0.8707581227436823,0.9077868852459016,0.889272503994792,277,171
0.003511,0.8694639914196772,0.9089514847855309,0.889207738102604,258,167
0.003346,0.8704442499742613,0.9079512590602727,0.889197754517267,264,169
0.002282,0.8687077265855018,0.9096133751306166,0.8891605508580591,295,190
0.003544,0.8693313341750842,0.9089514847855309,0.8891414094803076,256,167
0.003557,0.8693313341750842,0.9089514847855309,0.8891414094803076,256,167
0.003361,0.8703267209194295,0.9079512590602727,0.8891389899898512,263,169
0.002451,0.8692833863115117,0.9088823094004441,0.8890828478559779,290,182
0.003294,0.8701706024425422,0.9079512590602727,0.8890609307514075,266,169
